userId,min_above_below,n_total
84254,72,209
84255,60,135
84256,8,23
84257,36,72
84258,8,44
84259,27,56
84260,33,78
84261,73,202
84262,281,850
84263,155,757
84264,56,157
84265,71,143
84266,43,86
84267,13,27
84268,59,141
84269,307,654
84270,85,264
84271,42,90
84272,34,68
84273,10,30
84274,28,80
84275,181,459
84276,102,239
84277,17,44
84278,10,21
84279,19,44
84280,10,23
84281,41,93
84282,35,116
84283,22,46
84284,17,39
84285,220,726
84286,2,22
84287,14,35
84288,138,404
84289,47,124
84290,106,331
84291,28,100
84292,13,32
84293,16,33
84294,44,93
84295,261,692
84296,10,29
84297,94,191
84298,103,217
84299,41,105
84300,45,109
84301,10,31
84302,69,161
84303,116,273
84304,10,34
84305,106,246
84306,129,341
84307,19,81
84308,17,47
84309,11,27
84310,192,450
84311,55,196
84312,11,28
84313,47,95
84314,45,139
84315,98,248
84316,10,31
84317,236,480
84318,332,830
84319,8,21
84320,12,26
84321,30,87
84322,24,57
84323,133,329
84324,30,62
84325,12,27
84326,11,35
84327,133,327
84328,37,79
84329,32,77
84330,132,280
84331,16,38
84332,42,94
84333,14,30
84334,432,1353
84335,10,20
84336,13,30
84337,7,27
84338,37,81
84339,73,149
84340,228,474
84341,81,163
84342,7,20
84343,64,138
84344,24,60
84345,11,22
84346,195,420
84347,35,103
84348,166,389
84349,21,48
84350,13,41
84351,18,46
84352,47,112
84353,42,92
84354,15,33
84355,23,48
84356,13,28
84357,34,90
84358,54,115
84359,22,61
84360,27,100
84361,10,25
84362,22,49
84363,121,313
84364,83,178
84365,136,298
84366,176,481
84367,20,64
84368,221,500
84369,10,31
84370,10,26
84371,13,44
84372,60,131
84373,46,115
84374,6,21
84375,13,31
84376,58,121
84377,94,234
84378,45,115
84379,92,227
84380,50,106
84381,20,51
84382,429,965
84383,33,80
84384,63,174
84385,31,75
84386,8,29
84387,34,88
84388,10,46
84389,24,63
84390,28,101
84391,39,97
84392,93,189
84393,29,99
84394,34,72
84395,8,27
84396,10,26
84397,181,391
84398,43,140
84399,23,67
84400,34,88
84401,31,89
84402,229,483
84403,9,22
84404,134,309
84405,135,295
84406,14,36
84407,16,38
84408,9,21
84409,1043,2619
84410,23,54
84411,21,46
84412,40,82
84413,515,1068
84414,14,30
84415,21,66
84416,62,124
84417,9,50
84418,19,53
84419,99,254
84420,22,51
84421,17,41
84422,12,60
84423,49,112
84424,74,174
84425,110,335
84426,10,21
84427,73,158
84428,11,24
84429,22,65
84430,22,47
84431,133,375
84432,9,20
84433,40,97
84434,11,26
84435,0,20
84436,100,326
84437,56,114
84438,20,60
84439,52,114
84440,95,276
84441,706,1558
84442,32,82
84443,37,83
84444,17,63
84445,13,28
84446,17,41
84447,107,219
84448,19,92
84449,38,82
84450,57,138
84451,168,369
84452,33,107
84453,13,39
84454,52,109
84455,12,40
84456,62,133
84457,45,102
84458,18,63
84459,5,26
84460,15,34
84461,10,24
84462,16,33
84463,9,31
84464,4,25
84465,26,55
84466,13,32
84467,31,81
84468,14,32
84469,13,29
84470,143,296
84471,30,69
84472,23,47
84473,116,277
84474,19,53
84475,44,91
84476,52,111
84477,1182,2606
84478,55,114
84479,71,159
84480,25,59
84481,9,21
84482,16,35
84483,135,457
84484,24,63
84485,486,1070
84486,16,55
84487,25,60
84488,17,45
84489,6,28
84490,108,268
84491,13,39
84492,166,351
84493,4,20
84494,35,74
84495,72,151
84496,78,201
84497,16,36
84498,24,83
84499,23,66
84500,21,64
84501,12,27
84502,19,39
84503,134,310
84504,8,20
84505,70,156
84506,34,69
84507,114,294
84508,29,103
84509,30,81
84510,11,26
84511,13,47
84512,8,20
84513,14,41
84514,4,22
84515,144,324
84516,52,153
84517,91,223
84518,32,77
84519,35,82
84520,17,39
84521,19,71
84522,12,25
84523,39,86
84524,4,27
84525,15,30
84526,12,27
84527,51,115
84528,8,28
84529,14,31
84530,94,214
84531,13,43
84532,81,185
84533,4,28
84534,84,245
84535,10,24
84536,37,79
84537,55,146
84538,39,114
84539,144,415
84540,34,70
84541,6,20
84542,52,132
84543,12,29
84544,12,32
84545,343,806
84546,302,898
84547,213,538
84548,20,45
84549,25,66
84550,15,34
84551,125,258
84552,52,119
84553,426,885
84554,44,124
84555,18,42
84556,71,155
84557,22,51
84558,12,26
84559,57,188
84560,25,57
84561,19,41
84562,9,29
84563,12,27
84564,48,103
84565,8,27
84566,85,188
84567,109,318
84568,12,25
84569,9,24
84570,6,20
84571,131,301
84572,31,91
84573,100,202
84574,49,122
84575,17,35
84576,48,98
84577,7,23
84578,10,23
84579,31,73
84580,24,48
84581,21,52
84582,92,256
84583,95,240
84584,298,599
84585,20,43
84586,614,1436
84587,11,41
84588,23,61
84589,158,336
84590,13,28
84591,17,47
84592,81,165
84593,14,29
84594,110,238
84595,38,103
84596,224,448
84597,12,25
84598,11,40
84599,45,92
84600,31,106
84601,6,22
84602,98,239
84603,443,1216
84604,19,46
84605,24,49
84606,18,58
84607,40,95
84608,33,108
84609,158,320
84610,6,22
84611,86,198
84612,83,187
84613,158,346
84614,16,41
84615,17,43
84616,45,101
84617,22,71
84618,64,142
84619,10,29
84620,12,28
84621,101,234
84622,11,35
84623,57,118
84624,122,286
84625,19,51
84626,40,95
84627,17,37
84628,32,65
84629,719,1512
84630,100,229
84631,33,75
84632,7,37
84633,89,180
84634,14,50
84635,38,135
84636,21,62
84637,16,39
84638,14,33
84639,51,103
84640,11,33
84641,40,120
84642,29,92
84643,13,40
84644,96,252
84645,134,356
84646,6,20
84647,14,45
84648,61,144
84649,19,50
84650,9,24
84651,13,27
84652,39,105
84653,15,39
84654,10,23
84655,14,40
84656,13,43
84657,85,283
84658,8,20
84659,21,77
84660,103,255
84661,0,35
84662,25,57
84663,12,25
84664,56,175
84665,17,62
84666,71,232
84667,22,50
84668,51,118
84669,6,25
84670,15,30
84671,145,379
84672,13,27
84673,28,65
84674,45,97
84675,60,153
84676,12,39
84677,8,23
84678,93,188
84679,1,27
84680,22,61
84681,140,319
84682,8,27
84683,13,31
84684,15,39
84685,10,25
84686,12,26
84687,42,94
84688,33,76
84689,288,640
84690,33,116
84691,42,114
84692,36,73
84693,81,206
84694,103,267
84695,15,47
84696,22,56
84697,24,54
84698,37,85
84699,233,543
84700,33,78
84701,9,26
84702,49,136
84703,119,276
84704,195,466
84705,32,75
84706,308,728
84707,16,45
84708,9,21
84709,74,250
84710,43,96
84711,12,51
84712,105,220
84713,126,301
84714,8,41
84715,10,24
84716,7,39
84717,9,20
84718,291,732
84719,55,120
84720,98,231
84721,36,74
84722,6,22
84723,22,80
84724,62,137
84725,67,174
84726,26,54
84727,10,22
84728,11,25
84729,14,34
84730,91,270
84731,21,50
84732,231,655
84733,18,38
84734,31,72
84735,11,27
84736,27,88
84737,10,22
84738,20,59
84739,50,110
84740,27,124
84741,19,44
84742,17,64
84743,202,458
84744,42,90
84745,146,300
84746,164,334
84747,27,64
84748,18,38
84749,2,22
84750,9,20
84751,13,34
84752,186,468
84753,17,34
84754,20,41
84755,20,41
84756,11,46
84757,19,70
84758,10,21
84759,58,150
84760,13,28
84761,19,38
84762,20,43
84763,36,84
84764,50,100
84765,41,115
84766,16,47
84767,16,84
84768,8,22
84769,4,93
84770,49,102
84771,9,21
84772,47,104
84773,208,419
84774,38,111
84775,66,144
84776,36,89
84777,34,81
84778,12,39
84779,27,55
84780,8,20
84781,48,146
84782,17,37
84783,30,97
84784,37,90
84785,8,25
84786,112,283
84787,8,20
84788,26,56
84789,13,32
84790,51,141
84791,26,66
84792,14,28
84793,58,131
84794,15,38
84795,27,54
84796,33,84
84797,140,362
84798,9,20
84799,238,483
84800,23,72
84801,45,119
84802,182,465
84803,90,183
84804,9,22
84805,64,136
84806,7,23
84807,37,84
84808,27,67
84809,11,32
84810,58,130
84811,23,54
84812,21,64
84813,15,31
84814,29,70
84815,191,488
84816,14,59
84817,407,906
84818,40,82
84819,22,95
84820,21,66
84821,18,51
84822,103,326
84823,88,212
84824,10,21
84825,9,39
84826,13,36
84827,12,31
84828,25,66
84829,26,57
84830,21,99
84831,6,23
84832,62,130
84833,36,115
84834,51,109
84835,13,39
84836,28,64
84837,9,26
84838,16,41
84839,5,20
84840,84,171
84841,14,40
84842,7,36
84843,254,674
84844,106,278
84845,12,29
84846,11,26
84847,80,208
84848,16,49
84849,15,50
84850,25,53
84851,38,83
84852,43,89
84853,48,106
84854,166,476
84855,108,221
84856,32,67
84857,27,77
84858,24,55
84859,48,112
84860,28,74
84861,32,67
84862,11,29
84863,19,55
84864,14,40
84865,19,42
84866,45,102
84867,32,100
84868,9,23
84869,43,111
84870,26,61
84871,14,67
84872,66,206
84873,12,24
84874,52,166
84875,90,203
84876,11,27
84877,14,37
84878,23,72
84879,744,2049
84880,25,62
84881,41,100
84882,19,61
84883,42,159
84884,18,36
84885,2,20
84886,14,28
84887,97,202
84888,64,132
84889,21,50
84890,13,29
84891,64,137
84892,11,23
84893,246,493
84894,78,198
84895,33,96
84896,49,116
84897,12,42
84898,32,69
84899,17,54
84900,11,31
84901,13,27
84902,5,29
84903,27,66
84904,45,97
84905,22,45
84906,101,230
84907,9,23
84908,65,157
84909,29,78
84910,23,54
84911,31,88
84912,17,45
84913,29,75
84914,170,351
84915,84,188
84916,61,137
84917,22,45
84918,44,134
84919,106,234
84920,19,46
84921,27,64
84922,16,32
84923,64,215
84924,603,1207
84925,29,73
84926,7,28
84927,42,153
84928,39,101
84929,16,38
84930,37,88
84931,28,71
84932,26,58
84933,29,108
84934,14,30
84935,94,307
84936,11,39
84937,76,257
84938,6,20
84939,12,33
84940,14,31
84941,78,174
84942,444,1082
84943,205,515
84944,7,76
84945,25,56
84946,45,156
84947,409,823
84948,55,168
84949,15,31
84950,26,59
84951,23,64
84952,59,125
84953,13,44
84954,14,55
84955,17,36
84956,148,455
84957,44,124
84958,9,20
84959,10,29
84960,22,64
84961,71,149
84962,29,78
84963,111,266
84964,52,120
84965,41,92
84966,194,390
84967,54,129
84968,163,387
84969,12,24
84970,11,26
84971,13,28
84972,14,39
84973,59,150
84974,80,209
84975,24,77
84976,10,32
84977,43,131
84978,17,41
84979,25,51
84980,13,41
84981,656,1550
84982,11,32
84983,139,302
84984,14,41
84985,83,182
84986,15,41
84987,47,95
84988,10,27
84989,43,264
84990,139,407
84991,302,745
84992,144,292
84993,11,32
84994,12,28
84995,58,126
84996,108,251
84997,313,642
84998,17,40
84999,24,49
85000,202,420
85001,11,28
85002,51,198
85003,14,41
85004,157,408
85005,57,130
85006,20,51
85007,18,77
85008,28,64
85009,35,106
85010,23,54
85011,57,181
85012,30,81
85013,1,21
85014,360,977
85015,13,37
85016,16,44
85017,14,30
85018,146,358
85019,16,38
85020,34,76
85021,95,286
85022,11,44
85023,60,135
85024,31,101
85025,47,125
85026,125,275
85027,319,709
85028,40,95
85029,9,25
85030,8,21
85031,324,678
85032,379,1037
85033,78,206
85034,149,492
85035,310,691
85036,237,527
85037,51,110
85038,78,219
85039,26,62
85040,146,337
85041,35,96
85042,6,36
85043,107,227
85044,24,53
85045,21,48
85046,14,30
85047,10,22
85048,21,55
85049,29,66
85050,24,83
85051,32,79
85052,28,64
85053,9,20
85054,30,78
85055,141,401
85056,56,136
85057,69,174
85058,21,63
85059,16,70
85060,31,76
85061,9,35
85062,9,22
85063,116,266
85064,6,23
85065,39,122
85066,117,258
85067,13,42
85068,29,75
85069,85,231
85070,18,49
85071,9,26
85072,22,45
85073,58,129
85074,31,75
85075,41,141
85076,14,29
85077,203,511
85078,12,39
85079,17,49
85080,34,70
85081,19,105
85082,42,115
85083,34,71
85084,19,48
85085,51,117
85086,34,81
85087,55,151
85088,35,74
85089,159,459
85090,17,39
85091,16,51
85092,48,99
85093,54,150
85094,23,73
85095,85,217
85096,88,179
85097,7,20
85098,38,115
85099,92,244
85100,46,102
85101,59,121
85102,14,49
85103,1041,2090
85104,32,100
85105,34,82
85106,71,154
85107,128,364
85108,17,56
85109,56,118
85110,74,189
85111,123,299
85112,17,41
85113,26,67
85114,10,26
85115,73,188
85116,31,73
85117,50,110
85118,10,25
85119,117,343
85120,36,77
85121,53,128
85122,25,51
85123,15,33
85124,18,38
85125,14,40
85126,9,36
85127,63,179
85128,32,74
85129,34,70
85130,27,60
85131,10,20
85132,139,316
85133,38,145
85134,15,39
85135,46,119
85136,12,31
85137,15,34
85138,13,34
85139,135,353
85140,19,43
85141,2,35
85142,100,202
85143,320,708
85144,261,533
85145,125,268
85146,23,58
85147,18,53
85148,6,21
85149,123,419
85150,56,141
85151,37,82
85152,124,384
85153,10,24
85154,0,25
85155,44,114
85156,29,59
85157,37,82
85158,9,24
85159,27,73
85160,7,23
85161,9,20
85162,17,54
85163,0,28
85164,73,153
85165,164,460
85166,617,1660
85167,58,118
85168,33,100
85169,36,74
85170,119,346
85171,135,285
85172,14,29
85173,9,20
85174,10,66
85175,54,120
85176,31,66
85177,64,132
85178,8,20
85179,31,72
85180,7,27
85181,96,240
85182,91,223
85183,136,333
85184,699,1817
85185,10,31
85186,25,68
85187,14,29
85188,10,20
85189,231,482
85190,10,34
85191,111,295
85192,7,25
85193,9,32
85194,14,38
85195,12,29
85196,9,20
85197,7,23
85198,19,64
85199,16,33
85200,11,26
85201,191,539
85202,27,61
85203,9,20
85204,76,183
85205,37,104
85206,21,61
85207,13,27
85208,72,167
85209,11,26
85210,57,172
85211,15,40
85212,53,184
85213,31,106
85214,29,59
85215,16,52
85216,23,78
85217,22,69
85218,66,188
85219,15,68
85220,26,78
85221,26,66
85222,27,70
85223,20,59
85224,242,524
85225,350,901
85226,16,39
85227,85,226
85228,31,70
85229,34,75
85230,264,544
85231,119,329
85232,376,805
85233,171,438
85234,80,243
85235,60,343
85236,96,241
85237,112,322
85238,30,76
85239,13,28
85240,10,21
85241,214,500
85242,18,49
85243,54,112
85244,10,21
85245,27,61
85246,56,114
85247,31,65
85248,10,20
85249,46,138
85250,9,21
85251,68,144
85252,139,282
85253,159,332
85254,22,132
85255,253,536
85256,72,177
85257,28,64
85258,45,103
85259,15,31
85260,116,297
85261,17,64
85262,26,77
85263,75,214
85264,106,234
85265,35,75
85266,14,32
85267,13,28
85268,49,166
85269,91,192
85270,23,78
85271,152,305
85272,15,36
85273,53,110
85274,217,496
85275,9,31
85276,23,53
85277,14,30
85278,91,229
85279,17,36
85280,34,68
85281,18,48
85282,14,39
85283,10,36
85284,10,21
85285,8,22
85286,249,555
85287,205,653
85288,8,23
85289,49,99
85290,21,45
85291,12,36
85292,16,51
85293,159,369
85294,23,60
85295,57,125
85296,23,59
85297,49,162
85298,8,33
85299,78,167
85300,60,237
85301,9,31
85302,112,317
85303,58,131
85304,29,79
85305,223,737
85306,8,23
85307,75,292
85308,149,330
85309,16,40
85310,11,36
85311,44,118
85312,1643,3350
85313,27,65
85314,21,53
85315,34,72
85316,14,31
85317,16,42
85318,10,28
85319,10,22
85320,11,34
85321,69,150
85322,47,160
85323,8,23
85324,28,88
85325,11,27
85326,20,42
85327,18,57
85328,9,21
85329,34,89
85330,16,34
85331,34,79
85332,111,237
85333,21,42
85334,19,47
85335,145,437
85336,55,132
85337,12,27
85338,19,40
85339,8,34
85340,31,82
85341,230,462
85342,11,22
85343,10,22
85344,44,106
85345,41,85
85346,23,73
85347,16,42
85348,66,210
85349,11,29
85350,23,51
85351,37,101
85352,112,255
85353,43,98
85354,158,325
85355,12,25
85356,26,63
85357,22,51
85358,175,384
85359,37,79
85360,336,729
85361,23,46
85362,86,193
85363,18,63
85364,113,232
85365,220,554
85366,8,25
85367,10,22
85368,236,531
85369,174,458
85370,6,22
85371,43,170
85372,9,21
85373,46,95
85374,11,23
85375,40,99
85376,308,1175
85377,96,207
85378,10,26
85379,248,526
85380,43,110
85381,23,57
85382,171,377
85383,10,32
85384,27,84
85385,10,21
85386,73,166
85387,228,701
85388,87,213
85389,9,20
85390,41,96
85391,11,23
85392,20,50
85393,121,362
85394,74,167
85395,23,51
85396,29,59
85397,16,43
85398,588,1407
85399,87,196
85400,37,105
85401,6,20
85402,22,61
85403,13,48
85404,69,143
85405,68,161
85406,43,112
85407,8,24
85408,146,311
85409,53,110
85410,97,260
85411,99,210
85412,28,98
85413,16,43
85414,44,110
85415,75,175
85416,24,48
85417,46,93
85418,248,628
85419,19,40
85420,11,37
85421,244,563
85422,19,46
85423,29,61
85424,15,40
85425,27,65
85426,12,37
85427,9,28
85428,12,30
85429,15,47
85430,93,200
85431,52,113
85432,136,292
85433,15,70
85434,9,20
85435,12,35
85436,42,96
85437,83,205
85438,39,90
85439,11,23
85440,106,225
85441,11,34
85442,30,80
85443,56,132
85444,123,314
85445,7,20
85446,8,25
85447,10,29
85448,12,27
85449,85,194
85450,9,20
85451,88,215
85452,30,69
85453,39,96
85454,74,254
85455,35,117
85456,104,219
85457,13,27
85458,28,121
85459,7,26
85460,38,84
85461,69,168
85462,7,20
85463,15,44
85464,8,25
85465,52,130
85466,22,52
85467,47,141
85468,36,77
85469,11,23
85470,170,556
85471,17,35
85472,34,73
85473,23,69
85474,89,189
85475,157,326
85476,22,45
85477,10,27
85478,41,119
85479,17,55
85480,104,219
85481,11,32
85482,22,46
85483,41,113
85484,107,263
85485,11,28
85486,13,33
85487,84,205
85488,11,40
85489,199,417
85490,38,81
85491,12,36
85492,60,183
85493,15,32
85494,106,213
85495,14,35
85496,47,108
85497,10,22
85498,9,21
85499,13,45
85500,10,20
85501,12,29
85502,234,492
85503,21,87
85504,95,207
85505,7,20
85506,53,172
85507,34,77
85508,166,401
85509,370,862
85510,33,86
85511,22,51
85512,22,45
85513,9,21
85514,51,115
85515,37,110
85516,13,27
85517,15,56
85518,15,49
85519,23,48
85520,187,512
85521,90,233
85522,22,63
85523,153,458
85524,207,421
85525,25,65
85526,16,38
85527,119,294
85528,50,196
85529,1347,2715
85530,9,21
85531,10,28
85532,9,31
85533,24,51
85534,11,31
85535,47,102
85536,13,58
85537,102,209
85538,15,45
85539,84,183
85540,63,129
85541,847,2578
85542,11,25
85543,10,24
85544,75,200
85545,136,287
85546,28,59
85547,131,336
85548,133,317
85549,342,763
85550,71,180
85551,37,84
85552,15,31
85553,88,321
85554,273,767
85555,21,57
85556,37,92
85557,43,149
85558,73,171
85559,22,45
85560,7,27
85561,16,35
85562,13,28
85563,29,94
85564,24,78
85565,34,82
85566,116,386
85567,86,218
85568,34,99
85569,139,292
85570,3,20
85571,24,50
85572,11,23
85573,18,57
85574,168,461
85575,214,432
85576,126,281
85577,9,20
85578,78,169
85579,20,40
85580,91,226
85581,39,142
85582,174,557
85583,35,72
85584,1676,3375
85585,24,66
85586,12,27
85587,109,293
85588,49,114
85589,9,20
85590,49,122
85591,307,693
85592,38,224
85593,20,42
85594,48,100
85595,171,442
85596,102,220
85597,11,30
85598,24,51
85599,10,39
85600,10,25
85601,46,102
85602,19,52
85603,11,42
85604,9,23
85605,18,38
85606,73,175
85607,22,60
85608,40,99
85609,25,59
85610,66,161
85611,10,26
85612,117,319
85613,12,30
85614,25,52
85615,14,34
85616,8,21
85617,8,28
85618,10,29
85619,84,256
85620,88,179
85621,15,32
85622,48,199
85623,14,53
85624,67,186
85625,14,28
85626,8,25
85627,18,37
85628,13,35
85629,12,24
85630,11,24
85631,27,74
85632,21,49
85633,142,299
85634,114,271
85635,119,263
85636,27,109
85637,7,38
85638,195,395
85639,44,104
85640,55,113
85641,33,106
85642,17,40
85643,25,59
85644,40,81
85645,101,205
85646,89,182
85647,16,43
85648,21,164
85649,10,30
85650,839,2211
85651,42,90
85652,41,99
85653,55,175
85654,6,49
85655,185,385
85656,33,76
85657,15,46
85658,49,100
85659,140,337
85660,112,295
85661,13,34
85662,16,54
85663,11,31
85664,131,287
85665,39,108
85666,137,348
85667,14,34
85668,15,31
85669,369,744
85670,39,78
85671,11,32
85672,77,161
85673,14,41
85674,21,44
85675,143,410
85676,24,49
85677,136,365
85678,20,47
85679,24,53
85680,79,184
85681,120,296
85682,16,52
85683,14,32
85684,29,63
85685,17,45
85686,22,48
85687,13,29
85688,19,38
85689,31,68
85690,20,41
85691,152,431
85692,9,36
85693,50,157
85694,7,22
85695,104,215
85696,63,154
85697,115,242
85698,10,21
85699,5,26
85700,13,33
85701,15,51
85702,113,310
85703,23,70
85704,334,727
85705,40,90
85706,9,23
85707,8,26
85708,8,21
85709,117,277
85710,25,57
85711,40,112
85712,14,29
85713,47,96
85714,1134,2775
85715,30,87
85716,102,230
85717,83,243
85718,9,30
85719,6,20
85720,388,784
85721,48,129
85722,14,29
85723,59,131
85724,38,106
85725,23,57
85726,8,21
85727,94,205
85728,29,58
85729,17,40
85730,10,20
85731,53,107
85732,26,65
85733,27,75
85734,16,34
85735,74,174
85736,14,39
85737,19,42
85738,28,66
85739,159,502
85740,17,40
85741,17,34
85742,1021,3026
85743,41,119
85744,63,126
85745,57,156
85746,38,111
85747,7,20
85748,19,39
85749,20,47
85750,51,110
85751,13,44
85752,30,78
85753,17,36
85754,14,39
85755,69,221
85756,27,54
85757,15,33
85758,20,51
85759,16,34
85760,59,124
85761,7,22
85762,6,21
85763,6,20
85764,104,278
85765,36,81
85766,10,56
85767,21,54
85768,20,53
85769,55,116
85770,31,66
85771,15,33
85772,17,46
85773,118,240
85774,8,25
85775,12,28
85776,143,397
85777,15,51
85778,19,62
85779,67,160
85780,57,158
85781,34,74
85782,68,187
85783,314,772
85784,111,250
85785,20,41
85786,15,33
85787,161,328
85788,166,355
85789,18,44
85790,12,43
85791,48,127
85792,8,25
85793,107,300
85794,23,66
85795,224,473
85796,63,129
85797,25,52
85798,29,60
85799,214,471
85800,145,342
85801,36,86
85802,38,93
85803,19,50
85804,15,34
85805,15,35
85806,7,24
85807,16,34
85808,22,46
85809,141,282
85810,13,42
85811,101,215
85812,33,71
85813,106,261
85814,10,28
85815,10,37
85816,58,119
85817,50,104
85818,10,27
85819,5,38
85820,6,33
85821,56,117
85822,52,133
85823,160,332
85824,87,207
85825,36,92
85826,49,143
85827,8,21
85828,17,47
85829,47,101
85830,149,314
85831,12,27
85832,78,163
85833,33,70
85834,15,31
85835,17,38
85836,5,20
85837,6,22
85838,7,20
85839,10,26
85840,25,54
85841,19,64
85842,52,231
85843,12,29
85844,47,133
85845,40,93
85846,38,77
85847,10,27
85848,8,30
85849,15,45
85850,30,75
85851,73,222
85852,29,75
85853,147,403
85854,10,21
85855,19,57
85856,18,52
85857,10,45
85858,69,174
85859,50,129
85860,11,32
85861,73,151
85862,9,22
85863,93,215
85864,50,117
85865,20,41
85866,64,152
85867,6,20
85868,61,136
85869,24,59
85870,101,232
85871,24,67
85872,18,56
85873,8,21
85874,42,86
85875,26,97
85876,16,33
85877,45,96
85878,17,47
85879,9,33
85880,29,75
85881,12,29
85882,59,122
85883,15,37
85884,161,323
85885,31,75
85886,219,499
85887,17,43
85888,73,166
85889,34,89
85890,8,21
85891,12,25
85892,24,57
85893,687,1400
85894,236,684
85895,57,121
85896,8,42
85897,10,24
85898,79,177
85899,41,87
85900,17,58
85901,19,83
85902,10,27
85903,3,36
85904,16,35
85905,12,32
85906,177,362
85907,16,36
85908,42,116
85909,98,198
85910,44,98
85911,40,118
85912,44,117
85913,18,55
85914,87,203
85915,85,246
85916,15,37
85917,50,108
85918,65,259
85919,268,585
85920,39,100
85921,6,22
85922,38,83
85923,143,340
85924,12,26
85925,15,41
85926,99,211
85927,34,70
85928,23,47
85929,34,68
85930,83,191
85931,11,27
85932,187,421
85933,32,72
85934,33,69
85935,64,131
85936,14,30
85937,15,47
85938,11,33
85939,11,24
85940,206,708
85941,16,34
85942,610,1277
85943,8,26
85944,9,22
85945,134,280
85946,127,313
85947,8,22
85948,16,35
85949,130,314
85950,80,181
85951,7,20
85952,6,20
85953,208,468
85954,9,24
85955,44,93
85956,3,20
85957,11,26
85958,16,40
85959,83,203
85960,76,165
85961,12,32
85962,42,91
85963,47,154
85964,9,24
85965,20,64
85966,19,42
85967,34,70
85968,14,36
85969,66,157
85970,13,32
85971,201,490
85972,29,63
85973,82,206
85974,10,31
85975,10,23
85976,105,310
85977,19,54
85978,26,62
85979,30,69
85980,23,61
85981,58,138
85982,112,228
85983,40,81
85984,140,311
85985,57,137
85986,53,183
85987,20,57
85988,29,67
85989,8,27
85990,85,234
85991,28,127
85992,15,50
85993,428,1198
85994,7,29
85995,16,32
85996,11,25
85997,24,59
85998,136,292
85999,12,25
86000,15,67
86001,12,25
86002,14,34
86003,49,118
86004,92,215
86005,279,699
86006,50,140
86007,37,88
86008,15,72
86009,58,135
86010,14,35
86011,177,377
86012,18,44
86013,8,24
86014,24,56
86015,22,57
86016,21,70
86017,11,24
86018,65,233
86019,215,591
86020,50,107
86021,49,118
86022,50,109
86023,18,38
86024,53,113
86025,10,30
86026,212,572
86027,261,565
86028,18,47
86029,17,34
86030,48,161
86031,11,23
86032,15,41
86033,11,29
86034,18,62
86035,99,200
86036,24,55
86037,9,23
86038,6,20
86039,98,211
86040,17,35
86041,14,30
86042,7,29
86043,403,846
86044,194,499
86045,90,265
86046,37,97
86047,9,21
86048,10,30
86049,18,37
86050,236,494
86051,11,38
86052,78,162
86053,36,79
86054,23,50
86055,9,35
86056,19,44
86057,38,85
86058,19,44
86059,41,110
86060,308,653
86061,307,760
86062,439,896
86063,10,21
86064,17,44
86065,119,265
86066,22,64
86067,8,26
86068,19,45
86069,23,50
86070,18,37
86071,18,46
86072,20,44
86073,44,117
86074,141,363
86075,11,24
86076,9,23
86077,18,40
86078,248,751
86079,35,87
86080,42,167
86081,11,24
86082,27,87
86083,294,605
86084,14,32
86085,11,35
86086,79,233
86087,100,228
86088,16,50
86089,30,73
86090,42,105
86091,11,27
86092,95,230
86093,97,196
86094,8,29
86095,64,194
86096,9,20
86097,7,25
86098,30,67
86099,15,36
86100,445,1176
86101,47,102
86102,250,576
86103,9,20
86104,19,38
86105,20,53
86106,12,34
86107,25,50
86108,45,93
86109,23,47
86110,92,192
86111,4,34
86112,110,235
86113,42,136
86114,31,66
86115,26,82
86116,89,186
86117,6,24
86118,14,36
86119,22,95
86120,8,22
86121,9,20
86122,25,53
86123,21,57
86124,28,62
86125,41,89
86126,28,61
86127,90,249
86128,39,96
86129,46,104
86130,72,162
86131,111,279
86132,24,48
86133,18,40
86134,175,355
86135,199,446
86136,27,67
86137,87,215
86138,19,57
86139,42,120
86140,45,116
86141,58,128
86142,27,78
86143,5,29
86144,10,21
86145,80,161
86146,79,177
86147,13,30
86148,36,77
86149,11,26
86150,19,55
86151,9,23
86152,148,369
86153,27,57
86154,18,44
86155,68,198
86156,38,76
86157,22,53
86158,15,56
86159,162,342
86160,12,46
86161,44,112
86162,29,89
86163,9,20
86164,191,408
86165,20,68
86166,23,62
86167,1963,4490
86168,60,150
86169,10,27
86170,13,27
86171,37,122
86172,11,23
86173,24,54
86174,20,45
86175,44,100
86176,90,236
86177,15,31
86178,20,47
86179,60,161
86180,64,172
86181,8,22
86182,92,211
86183,4,23
86184,75,186
86185,175,427
86186,107,225
86187,62,124
86188,41,119
86189,111,252
86190,216,564
86191,6,36
86192,31,77
86193,73,175
86194,14,36
86195,18,67
86196,22,83
86197,765,1657
86198,19,41
86199,489,1132
86200,47,126
86201,11,23
86202,10,25
86203,17,41
86204,16,34
86205,253,752
86206,143,454
86207,46,144
86208,59,154
86209,38,105
86210,119,257
86211,172,349
86212,35,158
86213,111,301
86214,31,71
86215,18,46
86216,11,27
86217,10,21
86218,164,369
86219,155,428
86220,86,268
86221,203,556
86222,50,129
86223,19,41
86224,75,190
86225,15,44
86226,9,24
86227,24,66
86228,25,56
86229,18,52
86230,13,49
86231,29,74
86232,39,140
86233,30,63
86234,41,84
86235,19,46
86236,18,39
86237,6,35
86238,5,29
86239,23,49
86240,25,51
86241,11,22
86242,16,41
86243,12,33
86244,22,55
86245,11,25
